ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,random
A-11823,MapQuest,201,2,1/19/2017 16:14,1/19/2017 16:44,37.704601,-122.070747,,,0,Accident on Heyer Ave at Redwood Gln.,4314,Heyer Ave,L,Castro Valley,Alameda,CA,94546-3510,US,US/Pacific,KHWD,1/19/2017 15:54,55,,69,29.87,10,West,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.712120024
A-31695,MapQuest,248,2,3/27/2016 8:58,3/27/2016 9:28,37.486435,-122.178978,,,0.23,Delays expected due to accident on CA-84 Bayfront Expy Northbound from US-101 to Haven Ave.,,Marsh Rd,R,Menlo Park,San Mateo,CA,94025,US,US/Pacific,KPAO,3/27/2016 8:47,59,,77,30.09,10,Calm,,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day,0.32919737
A-17837,MapQuest,201,2,11/20/2016 16:08,11/20/2016 16:52,38.574127,-121.392265,,,0.01,Right hand shoulder blocked due to accident on Morse Ave at Fair Oaks Blvd.,,Morse Ave,R,Sacramento,Sacramento,CA,95864,US,US/Pacific,KMHR,11/20/2016 14:45,57.2,,88,29.92,7,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.515017836
A-36793,MapQuest,229,2,4/29/2016 16:26,4/29/2016 17:11,37.599888,-122.376083,,,0.01,Lane blocked on exit ramp and slow traffic due to accident on US-101 Northbound at US-101 Exit 421 / Millbrae Ave.,,US-101 N,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,4/29/2016 15:56,59,,62,30,10,West,32.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.999711031
A-5536,MapQuest,201,2,12/4/2016 10:54,12/4/2016 11:54,38.547066,-121.37233,,,0,Accident on Kiefer Blvd Westbound at Watt Ave.,8899,Kiefer Blvd,L,Sacramento,Sacramento,CA,95826-3908,US,US/Pacific,KMHR,12/4/2016 10:45,53.6,,72,30.2,10,West,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.70710277
A-36704,MapQuest,201,3,4/28/2016 20:32,4/28/2016 21:47,38.575073,-121.534981,,,0.01,Right hand shoulder blocked due to accident on I-80 Bus Capital City Fwy Eastbound before Jefferson Blvd.,,Capital City Fwy E,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,4/28/2016 20:53,64,,58,29.86,10,SW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.482070439
A-25134,MapQuest,241,3,10/17/2016 20:48,10/17/2016 21:17,37.917194,-122.317329,,,0.01,#2&amp;#3 lane blocked and right hand shoulder blocked due to accident on I-80 Eastbound near Exit 15 Potrero Ave. On exit ramp.,,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,10/17/2016 20:53,61,,64,30.02,10,SW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.612794613
A-18406,MapQuest,201,2,11/23/2016 17:12,11/23/2016 17:42,38.607567,-121.259865,,,0,Accident on Trade Center Dr at Mercantile Dr.,2592,Mercantile Dr,R,Rancho Cordova,Sacramento,CA,95742-6518,US,US/Pacific,KMHR,11/23/2016 16:45,55.4,,63,30.32,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.510363467
A-23063,MapQuest,201,3,10/4/2016 12:29,10/4/2016 12:59,37.914585,-122.31752,,,0,Right hand shoulder blocked due to accident on I-80 Westbound at Exit 14B Carlson Blvd.,,I-80 W,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,10/4/2016 12:53,71.1,,42,29.96,10,NNE,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.376856291
A-1189,MapQuest,201,3,6/24/2016 21:48,6/24/2016 23:18,38.630039,-121.519768,,,0,Accident on I-5 Northbound at Exit 522 / I-80 Exit 86.,,CA-99 S,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,6/24/2016 21:55,77,,36,29.94,10,WNW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.11893922
A-14174,MapQuest,201,2,10/31/2016 10:34,10/31/2016 11:04,37.250767,-121.906113,,,0.01,Right hand shoulder blocked due to accident on CA-85 Northbound at Exit 8 Camden Ave.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,10/31/2016 10:47,62.6,,63,30.13,10,Variable,4.6,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.021423537
A-27856,MapQuest,201,2,8/18/2016 18:49,8/18/2016 19:19,37.383472,-121.866043,,,0,Accident on Tofts Dr at Pembroke Dr.,1100,Tofts Dr,R,San Jose,Santa Clara,CA,95131-2849,US,US/Pacific,KSJC,8/18/2016 18:53,72,,59,29.82,10,NW,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.816676208
A-6009,MapQuest,201,2,12/7/2016 13:03,12/7/2016 13:32,37.963177,-122.373672,,,0.01,Right hand shoulder blocked due to accident on Richmond Pkwy at Pittsburg Ave.,528,Pittsburg Ave,R,Richmond,Contra Costa,CA,94801,US,US/Pacific,KCCR,12/7/2016 12:53,50,,39,30.14,10,Variable,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.227286528
A-39072,MapQuest,201,2,5/19/2016 11:56,5/19/2016 12:56,39.32304,-121.1036,,,0,Accident on CA-49 at Reader Ranch Rd.,24400,State Highway 49,L,Nevada City,Nevada,CA,95959-9307,US,US/Pacific,KGOO,5/19/2016 12:00,66.2,,49,29.87,10,WSW,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.640759478
A-19004,MapQuest,201,2,11/27/2016 14:15,11/27/2016 14:44,37.830509,-122.294044,,,0.01,#3 lane blocked due to accident on I-80 I-580 Westbound at I-580.,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,11/27/2016 13:53,59,,60,30.1,10,NW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.190747605
A-2380,MapQuest,201,2,7/7/2016 11:53,7/7/2016 12:23,37.250729,-121.910713,,,0,Accident on CA-85 Southbound at Exit 8 Camden Ave. On exit ramp.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,7/7/2016 11:47,73.4,,47,30.02,10,NW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.50409917
A-33805,MapQuest,201,2,4/9/2016 5:35,4/9/2016 6:20,37.355404,-121.830734,,,0,Accident on Capitol Expy at Capitol Ave. Expect delays.,,E Capitol Expy,R,San Jose,Santa Clara,CA,95127,US,US/Pacific,KRHV,4/9/2016 6:55,59,,94,29.92,10,Calm,,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day,0.038553085
A-34888,MapQuest,241,3,4/18/2016 8:47,4/18/2016 9:17,37.850616,-122.02861,,,0.01,Slow lane blocked due to accident on I-680 Southbound near Exits 42A 42B Stone Valley Rd.,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,4/18/2016 8:53,64.9,,48,30.03,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.43517919
A-7205,MapQuest,201,2,12/15/2016 7:33,12/15/2016 8:17,38.495541,-121.419525,,,0,Accident on Flamingo Way near Rimrock Dr.,7191,Rimrock Dr,L,Sacramento,Sacramento,CA,95828-3320,US,US/Pacific,KSAC,12/15/2016 7:53,57.9,,84,29.86,10,SSE,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.319990183
A-31823,MapQuest,241,2,3/28/2016 12:52,3/28/2016 13:22,37.543186,-122.063858,,,0.01,Lane blocked and right hand shoulder blocked due to accident on CA-84 Westbound at Exit 36 Thornton Ave.,,CA-84 W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,3/28/2016 12:54,57.9,,47,29.97,10,West,17.3,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.679675734
A-10316,MapQuest,201,2,1/8/2017 13:13,1/8/2017 13:43,38.165596,-122.578529,,,0.01,Accident on US-101 Redwood Hwy Northbound at Exit 467 San Antonio Rd.,,Redwood Hwy S,R,Novato,Marin,CA,94945,US,US/Pacific,KDVO,1/8/2017 13:15,60.8,,88,29.8,1,South,27.6,,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.830834417
A-28009,MapQuest,201,2,8/19/2016 18:57,8/19/2016 20:57,38.510448,-121.460121,,,0,Accident on CA-99 Northbound at Exits 294A 294B / 47th Ave.,,CA-99 S,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,8/19/2016 18:53,81,,38,29.8,10,SSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.552686208
A-3902,MapQuest,201,2,7/22/2016 22:13,7/22/2016 22:58,37.353039,-120.65963,,,0,Accident on Longview Ave at Steinberg Rd.,4498,Steinberg Rd,R,Atwater,Merced,CA,95301-9640,US,US/Pacific,KMER,7/22/2016 22:15,71.6,,50,29.96,10,NNW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.772908635
A-24326,MapQuest,201,2,10/13/2016 19:55,10/13/2016 20:24,37.964146,-122.318352,,,0.01,Accident on San Pablo Dam Rd at El Portal Dr.,3599,San Pablo Dam Rd,L,El Sobrante,Contra Costa,CA,94803-2727,US,US/Pacific,KCCR,10/13/2016 19:53,64,,65,29.93,10,West,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.869004762
A-23132,MapQuest,229,3,10/4/2016 23:48,10/5/2016 0:17,37.793484,-122.264015,,,0,Slow traffic due to accident on I-880 Southbound at Exit 41A 6th St.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,10/4/2016 23:53,60.1,,80,30.02,10,WNW,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.748030362
A-3699,MapQuest,201,2,7/21/2016 18:03,7/21/2016 19:18,38.559422,-121.321091,,,0,Accident on Old Placerville Rd Eastbound at Astral Dr.,9998,Old Placerville Rd,R,Sacramento,Sacramento,CA,95827-3557,US,US/Pacific,KMHR,7/21/2016 17:45,89.6,,18,30,10,SW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.02524436
A-15964,MapQuest,201,2,11/9/2016 11:33,11/9/2016 12:03,38.495739,-121.769051,,,0,Accident on Runge Rd at Tremont Rd.,8699,Runge Rd,L,Dixon,Solano,CA,95620-9681,US,US/Pacific,KEDU,11/9/2016 11:35,71.6,,57,30.11,8,NNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.769158218
A-34727,MapQuest,201,3,4/14/2016 19:42,4/14/2016 20:12,37.317554,-121.936005,,,0.01,Right hand shoulder blocked due to accident on I-280 Southbound at Exits 1C 5A 5B CA-17.,,MacArthur Ave,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,4/14/2016 19:53,55.9,,60,30.12,10,West,19.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.971487493
A-20572,MapQuest,201,2,9/16/2016 19:21,9/16/2016 20:00,36.677223,-121.641113,,,0,Accident on US-101 El Camino Real Northbound at Exit 328 Kern St.,,US-101 N,R,Salinas,Monterey,CA,93901,US,US/Pacific,KSNS,9/16/2016 18:53,59,,81,29.98,9,WNW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.549814587
A-15429,MapQuest,201,2,11/6/2016 21:17,11/6/2016 22:01,38.695473,-122.016083,,,0.01,Accident on County Road 87 at CA-16 Yolo Ave.,26598,Woodland Ave,L,Esparto,Yolo,CA,95627,US,US/Pacific,KEDU,11/6/2016 21:15,59,,82,30.13,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.915899641
A-30706,MapQuest,201,2,9/8/2016 20:30,9/8/2016 21:00,37.670162,-122.392151,,,0,Accident on US-101 at Exits 425B 425C 426A 426B Oyster Point Blvd.,,US-101 N,R,Brisbane,San Mateo,CA,94005,US,US/Pacific,KSFO,9/8/2016 20:56,60.1,,78,30.04,10,West,17.3,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.938127695
A-29316,MapQuest,201,2,8/30/2016 14:56,8/30/2016 15:26,37.964451,-121.230331,,,0,Accident on Del Mar Ave both ways at Washington St.,4851,E Washington St,L,Stockton,San Joaquin,CA,95215-5340,US,US/Pacific,KSCK,8/30/2016 14:55,91,,21,29.89,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.175197393
A-37624,MapQuest,201,2,5/5/2016 18:42,5/5/2016 19:57,37.784847,-121.18792,,,0.01,Accident on CA-99 CA-120 Eastbound before Exit 6 CA-99.,,CA-99 N,R,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,5/5/2016 18:55,63,,70,29.85,10,North,12.7,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.065143573
A-21987,MapQuest,201,2,9/26/2016 12:12,9/26/2016 12:57,38.456425,-122.725899,,,0,Accident on US-101 Northbound at Exit 491 Steele Ln.,,US-101 N,R,Santa Rosa,Sonoma,CA,95401,US,US/Pacific,KSTS,9/26/2016 11:53,86,,20,29.97,10,SW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.10405154
A-6817,MapQuest,203,2,12/12/2016 10:49,12/12/2016 11:18,38.481689,-121.39753,,,0.01,Multi-vehicle accident on Wilbur Way at Gerber Rd.,8327,Gerber Rd,L,Sacramento,Sacramento,CA,95828-4528,US,US/Pacific,KSAC,12/12/2016 10:53,52,,83,30.2,10,North,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.898910554
A-18090,MapQuest,201,2,11/22/2016 9:28,11/22/2016 9:57,36.802662,-121.666695,,,0,Accident on Moro Rd at County Hwy-G12 San Miguel Canyon Rd.,7106,San Miguel Canyon Rd,L,Salinas,Monterey,CA,93907,US,US/Pacific,KSNS,11/22/2016 9:53,52,,80,30.25,10,ESE,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.899086155
A-31934,MapQuest,241,2,3/29/2016 3:05,3/29/2016 4:05,38.514004,-122.19339,,,0,Lane blocked due to accident on Steele Canyon Rd both ways at Redrock Ln.,1343,Steele Canyon Rd,R,Napa,Napa,CA,94558-9771,US,US/Pacific,KAPC,3/29/2016 2:54,39.9,,89,29.87,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.174092601
A-4924,MapQuest,201,3,7/31/2016 14:32,7/31/2016 15:02,37.701118,-121.820053,,,0,Accident on I-580 Westbound at Exit 50 CA-84 Airway Blvd.,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,7/31/2016 14:53,86,,33,29.84,10,WNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.511235638
A-2448,MapQuest,222,3,7/7/2016 20:57,7/7/2016 22:12,38.53896,-121.736794,,,0,Queueing traffic due to accident on I-80 Eastbound at Exits 72 72A 72B / Richards Blvd / Olive Dr.,,I-80 E,R,Davis,Yolo,CA,95616,US,US/Pacific,KEDU,7/7/2016 20:55,68,,52,29.87,10,SSE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.892633956
A-34991,MapQuest,201,2,4/18/2016 18:49,4/18/2016 19:34,37.363445,-121.897217,,,0.01,Left lane blocked due to accident on US-101 Southbound near Exits 388B 388C I-880.,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,4/18/2016 18:53,75.9,,26,30,10,NW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.784015274
A-13383,MapQuest,201,2,10/24/2016 20:48,10/24/2016 21:18,37.949188,-121.29892,,,0.01,Accident on I-5 at Exit 472 CA-4.,,CA-4 W,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,10/24/2016 20:55,64.9,,65,29.98,10,SSE,6.9,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.588162799
A-35744,MapQuest,241,2,4/22/2016 12:50,4/22/2016 13:20,37.833115,-122.217049,,,0.01,Slow lane blocked due to accident on CA-13 Warren Fwy Northbound at Exit 4 Moraga Ave.,,Warren Fwy N,R,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,4/22/2016 12:53,63,,63,29.88,10,SW,23,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.045671375
A-6819,MapQuest,201,2,12/12/2016 10:42,12/12/2016 11:11,38.010078,-121.323975,,,0,Accident on Gettysburg Pl at Benjamin Holt Dr.,6621,Gettysburg Pl,L,Stockton,San Joaquin,CA,95207-3654,US,US/Pacific,KSCK,12/12/2016 10:55,50,,89,30.19,10,NNW,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day,0.143457607
A-12928,MapQuest,343,3,10/20/2016 23:35,10/21/2016 0:04,38.247875,-122.073074,,,0.01,Accident now on the shoulder on I-80 Westbound at Exits 44 44B Oliver Rd.,,I-80 W,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,10/20/2016 23:58,57.2,,82,29.98,10,SSW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.397028594
A-18986,MapQuest,201,2,11/27/2016 11:10,11/27/2016 11:38,37.725857,-122.446388,,,0.01,On ramp accident on Geneva Ave Northbound at I-280.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,11/27/2016 10:56,57,,59,30.11,10,WNW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.052976217
A-22721,MapQuest,201,2,10/1/2016 20:19,10/1/2016 21:04,38.586079,-121.3685,,,0,Accident on Castec Dr both ways at El Sur Way.,1199,El Sur Way,L,Sacramento,Sacramento,CA,95864-5270,US,US/Pacific,KMHR,10/1/2016 19:45,64.4,,42,29.99,10,SW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.526188779
A-31542,MapQuest,201,3,3/25/2016 19:27,3/25/2016 20:42,38.421364,-121.486603,,,0.01,Accident on I-5 Southbound after Exit 508 Laguna Blvd.,,I-5 S,R,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,3/25/2016 19:53,62.1,,67,29.92,10,SW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.537800895
A-13323,MapQuest,201,2,10/24/2016 11:44,10/24/2016 12:13,37.628277,-122.120506,,,0.01,Accident on CA-92 Eastbound at Exit 24 Clawiter Rd.,,CA-92 E,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,10/24/2016 11:54,66,,52,30.01,10,South,16.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.144528837
A-9583,MapQuest,201,2,1/4/2017 12:09,1/4/2017 13:39,37.294579,-121.872787,,,0.01,Lane blocked on exit ramp due to accident on CA-87 Northbound at Exits 3 3A Curtner Ave.,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,1/4/2017 11:53,54,,90,29.97,8,NNW,9.2,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.001155099
A-11601,MapQuest,201,2,1/18/2017 16:35,1/18/2017 17:19,38.042755,-121.252869,,,0,Accident on Ashley Ln at Cole Dr.,9799,Cole Dr,L,Stockton,San Joaquin,CA,95212-2025,US,US/Pacific,KSCK,1/18/2017 16:51,48.2,,93,29.84,4,SSE,35.7,0.07,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.142955503
A-1202,MapQuest,201,2,6/24/2016 23:54,6/25/2016 0:24,38.143124,-122.87748,,,0,Accident on CA-1 Northbound in Inverness.,18530,State Route 1,R,Petaluma,Marin,CA,94952,US,US/Pacific,KO69,6/24/2016 23:55,55.4,,82,30.01,7,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.465015229
A-21288,MapQuest,201,2,9/21/2016 11:12,9/21/2016 11:41,38.013554,-121.997269,,,0,Right hand shoulder blocked due to accident on CA-4 Westbound after Exit 17 Willow Pass Rd.,,CA-4 E,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,9/21/2016 10:53,66.9,,51,29.91,10,South,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.860876914
A-4803,MapQuest,201,3,7/30/2016 7:41,7/30/2016 8:50,37.777473,-122.236794,,,0,Accident on I-880 Southbound before Exit 39B 23rd Ave.,,23rd Ave,R,Oakland,Alameda,CA,94601,US,US/Pacific,KOAK,7/30/2016 7:53,59,,87,29.83,10,NNW,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.614726154
A-12347,MapQuest,201,2,1/23/2017 16:42,1/23/2017 17:26,38.694424,-121.363678,,,0.01,Right hand shoulder blocked due to accident on County Hwy-E14 Elkhorn Blvd Northbound before Walerga Rd.,,Elkhorn Blvd,R,Sacramento,Sacramento,CA,95842,US,US/Pacific,KMCC,1/23/2017 16:50,50,,62,29.86,10,SSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.648852707
